-- Điểm danh cho lớp toán 10
INSERT dbo.DIEMDANH (MaLichHoc, MaHS, DiemDanh)
VALUES
('LH011', 'HS026', N'Có'),
('LH511', 'HS024', N'Có'),
('LH511', 'HS053', N'Có'),
('LH511', 'HS038', N'Có'),
('LH511', 'HS059', N'Có'),
('LH511', 'HS045', N'Có'),
('LH511', 'HS029', N'Có'),
('LH511', 'HS043', N'Có'),
('LH511', 'HS058', N'Có'),
('LH511', 'HS035', N'Có'),
('LH511', 'HS011', N'Có'),
('LH511', 'HS019', N'Có'),
('LH511', 'HS017', N'Có'),

('LH531', 'HS026', N'Có'),
('LH531', 'HS016', N'Có'),
('LH531', 'HS049', N'Có'),
('LH531', 'HS005', N'Có'),
('LH531', 'HS044', N'Có'),
('LH531', 'HS010', N'Có'),
('LH531', 'HS047', N'Có'),
('LH531', 'HS036', N'Có'),
('LH531', 'HS006', N'Có'),
('LH531', 'HS037', N'Có'),
('LH531', 'HS033', N'Có'),
('LH531', 'HS039', N'Có'),
('LH531', 'HS012', N'Có'),
('LH531', 'HS040', N'Có'),
('LH531', 'HS030', N'Có'),
('LH531', 'HS028', N'Có'),
('LH531', 'HS057', N'Có'),
('LH531', 'HS007', N'Có'),
('LH531', 'HS024', N'Có'),
('LH531', 'HS053', N'Có'),
('LH531', 'HS038', N'Có'),
('LH531', 'HS059', N'Có'),
('LH531', 'HS045', N'Có'),
('LH531', 'HS029', N'Có'),
('LH531', 'HS043', N'Có'),
('LH531', 'HS058', N'Có'),
('LH531', 'HS035', N'Có'),
('LH531', 'HS011', N'Có'),
('LH531', 'HS019', N'Có'),
('LH531', 'HS017', N'Có'),

('LH551', 'HS026', N'Có'),
('LH551', 'HS016', N'Có'),
('LH551', 'HS049', N'Có'),
('LH551', 'HS005', N'Có'),
('LH551', 'HS044', N'Có'),
('LH551', 'HS010', N'Có'),
('LH551', 'HS047', N'Có'),
('LH551', 'HS036', N'Có'),
('LH551', 'HS006', N'Có'),
('LH551', 'HS037', N'Có'),
('LH551', 'HS033', N'Có'),
('LH551', 'HS039', N'Có'),
('LH551', 'HS012', N'Có'),
('LH551', 'HS040', N'Có'),
('LH551', 'HS030', N'Có'),
('LH551', 'HS028', N'Có'),
('LH551', 'HS057', N'Có'),
('LH551', 'HS007', N'Có'),
('LH551', 'HS024', N'Có'),
('LH551', 'HS053', N'Có'),
('LH551', 'HS038', N'Có'),
('LH551', 'HS059', N'Có'),
('LH551', 'HS045', N'Có'),
('LH551', 'HS029', N'Có'),
('LH551', 'HS043', N'Có'),
('LH551', 'HS058', N'Có'),
('LH551', 'HS035', N'Có'),
('LH551', 'HS011', N'Có'),
('LH551', 'HS019', N'Có'),
('LH551', 'HS017', N'Có'),

('LH571', 'HS026', N'Có'),
('LH571', 'HS016', N'Có'),
('LH571', 'HS049', N'Có'),
('LH571', 'HS005', N'Có'),
('LH571', 'HS044', N'Có'),
('LH571', 'HS010', N'Có'),
('LH571', 'HS047', N'Có'),
('LH571', 'HS036', N'Có'),
('LH571', 'HS006', N'Có'),
('LH571', 'HS037', N'Có'),
('LH571', 'HS033', N'Có'),
('LH571', 'HS039', N'Có'),
('LH571', 'HS012', N'Có'),
('LH571', 'HS040', N'Có'),
('LH571', 'HS030', N'Có'),
('LH571', 'HS028', N'Có'),
('LH571', 'HS057', N'Có'),
('LH571', 'HS007', N'Có'),
('LH571', 'HS024', N'Có'),
('LH571', 'HS053', N'Có'),
('LH571', 'HS038', N'Có'),
('LH571', 'HS059', N'Có'),
('LH571', 'HS045', N'Có'),
('LH571', 'HS029', N'Có'),
('LH571', 'HS043', N'Có'),
('LH571', 'HS058', N'Có'),
('LH571', 'HS035', N'Có'),
('LH571', 'HS011', N'Có'),
('LH571', 'HS019', N'Có'),
('LH571', 'HS017', N'Có'),

('LH591', 'HS026', N'Có'),
('LH591', 'HS016', N'Có'),
('LH591', 'HS049', N'Có'),
('LH591', 'HS005', N'Có'),
('LH591', 'HS044', N'Có'),
('LH591', 'HS010', N'Có'),
('LH591', 'HS047', N'Có'),
('LH591', 'HS036', N'Có'),
('LH591', 'HS006', N'Có'),
('LH591', 'HS037', N'Có'),
('LH591', 'HS033', N'Có'),
('LH591', 'HS039', N'Có'),
('LH591', 'HS012', N'Có'),
('LH591', 'HS040', N'Có'),
('LH591', 'HS030', N'Có'),
('LH591', 'HS028', N'Có'),
('LH591', 'HS057', N'Có'),
('LH591', 'HS007', N'Có'),
('LH591', 'HS024', N'Có'),
('LH591', 'HS053', N'Có'),
('LH591', 'HS038', N'Có'),
('LH591', 'HS059', N'Có'),
('LH591', 'HS045', N'Có'),
('LH591', 'HS029', N'Có'),
('LH591', 'HS043', N'Có'),
('LH591', 'HS058', N'Có'),
('LH591', 'HS035', N'Có'),
('LH591', 'HS011', N'Có'),
('LH591', 'HS019', N'Có'),
('LH591', 'HS017', N'Có'),

('LH611', 'HS026', N'Có'),
('LH611', 'HS016', N'Có'),
('LH611', 'HS049', N'Có'),
('LH611', 'HS005', N'Có'),
('LH611', 'HS044', N'Có'),
('LH611', 'HS010', N'Có'),
('LH611', 'HS047', N'Có'),
('LH611', 'HS036', N'Có'),
('LH611', 'HS006', N'Có'),
('LH611', 'HS037', N'Có'),
('LH611', 'HS033', N'Có'),
('LH611', 'HS039', N'Có'),
('LH611', 'HS012', N'Có'),
('LH611', 'HS040', N'Có'),
('LH611', 'HS030', N'Có'),
('LH611', 'HS028', N'Có'),
('LH611', 'HS057', N'Có'),
('LH611', 'HS007', N'Có'),
('LH611', 'HS024', N'Có'),
('LH611', 'HS053', N'Có'),
('LH611', 'HS038', N'Có'),
('LH611', 'HS059', N'Có'),
('LH611', 'HS045', N'Có'),
('LH611', 'HS029', N'Có'),
('LH611', 'HS043', N'Có'),
('LH611', 'HS058', N'Có'),
('LH611', 'HS035', N'Có'),
('LH611', 'HS011', N'Có'),
('LH611', 'HS019', N'Có'),
('LH611', 'HS017', N'Có'),

('LH631', 'HS026', N'Có'),
('LH631', 'HS016', N'Có'),
('LH631', 'HS049', N'Có'),
('LH631', 'HS005', N'Có'),
('LH631', 'HS044', N'Có'),
('LH631', 'HS010', N'Có'),
('LH631', 'HS047', N'Có'),
('LH631', 'HS036', N'Có'),
('LH631', 'HS006', N'Có'),
('LH631', 'HS037', N'Có'),
('LH631', 'HS033', N'Có'),
('LH631', 'HS039', N'Có'),
('LH631', 'HS012', N'Có'),
('LH631', 'HS040', N'Có'),
('LH631', 'HS030', N'Có'),
('LH631', 'HS028', N'Có'),
('LH631', 'HS057', N'Có'),
('LH631', 'HS007', N'Có'),
('LH631', 'HS024', N'Có'),
('LH631', 'HS053', N'Có'),
('LH631', 'HS038', N'Có'),
('LH631', 'HS059', N'Có'),
('LH631', 'HS045', N'Có'),
('LH631', 'HS029', N'Có'),
('LH631', 'HS043', N'Có'),
('LH631', 'HS058', N'Có'),
('LH631', 'HS035', N'Có'),
('LH631', 'HS011', N'Có'),
('LH631', 'HS019', N'Có'),
('LH631', 'HS017', N'Có')

-- Điểm danh cho lớp lý 10
INSERT dbo.DIEMDANH (MaLichHoc, MaHS, DiemDanh)
VALUES
('LH012', 'HS037', N'Có'),
('LH012', 'HS045', N'Có'),
('LH012', 'HS031', N'Có'),
('LH012', 'HS034', N'Có'),
('LH012', 'HS020', N'Có'),
('LH012', 'HS024', N'Có'),
('LH012', 'HS042', N'Có'),
('LH012', 'HS060', N'Có'),
('LH012', 'HS050', N'Có'),
('LH012', 'HS002', N'Có'),
('LH012', 'HS041', N'Có'),
('LH012', 'HS001', N'Có'),
('LH012', 'HS049', N'Có'),
('LH012', 'HS019', N'Có'),
('LH012', 'HS007', N'Có'),
('LH012', 'HS036', N'Có'),
('LH012', 'HS059', N'Có'),
('LH012', 'HS051', N'Có'),
('LH012', 'HS017', N'Có'),
('LH012', 'HS054', N'Có'),
('LH012', 'HS029', N'Có'),
('LH012', 'HS015', N'Có'),
('LH012', 'HS048', N'Có'),
('LH012', 'HS028', N'Có'),
('LH012', 'HS005', N'Có'),
('LH012', 'HS033', N'Có'),
('LH012', 'HS055', N'Có'),
('LH012', 'HS011', N'Có'),
('LH012', 'HS027', N'Có'),
('LH012', 'HS046', N'Có'),

('LH032', 'HS037', N'Có'),
('LH032', 'HS045', N'Có'),
('LH032', 'HS031', N'Có'),
('LH032', 'HS034', N'Có'),
('LH032', 'HS020', N'Có'),
('LH032', 'HS024', N'Có'),
('LH032', 'HS042', N'Có'),
('LH032', 'HS060', N'Có'),
('LH032', 'HS050', N'Có'),
('LH032', 'HS002', N'Có'),
('LH032', 'HS041', N'Có'),
('LH032', 'HS001', N'Có'),
('LH032', 'HS049', N'Có'),
('LH032', 'HS019', N'Có'),
('LH032', 'HS007', N'Có'),
('LH032', 'HS036', N'Có'),
('LH032', 'HS059', N'Có'),
('LH032', 'HS051', N'Có'),
('LH032', 'HS017', N'Có'),
('LH032', 'HS054', N'Có'),
('LH032', 'HS029', N'Có'),
('LH032', 'HS015', N'Có'),
('LH032', 'HS048', N'Có'),
('LH032', 'HS028', N'Có'),
('LH032', 'HS005', N'Có'),
('LH032', 'HS033', N'Có'),
('LH032', 'HS055', N'Có'),
('LH032', 'HS011', N'Có'),
('LH032', 'HS027', N'Có'),
('LH032', 'HS046', N'Có'),

('LH052', 'HS037', N'Có'),
('LH052', 'HS045', N'Có'),
('LH052', 'HS031', N'Có'),
('LH052', 'HS034', N'Có'),
('LH052', 'HS020', N'Có'),
('LH052', 'HS024', N'Có'),
('LH052', 'HS042', N'Có'),
('LH052', 'HS060', N'Có'),
('LH052', 'HS050', N'Có'),
('LH052', 'HS002', N'Có'),
('LH052', 'HS041', N'Có'),
('LH052', 'HS001', N'Có'),
('LH052', 'HS049', N'Có'),
('LH052', 'HS019', N'Có'),
('LH052', 'HS007', N'Có'),
('LH052', 'HS036', N'Có'),
('LH052', 'HS059', N'Có'),
('LH052', 'HS051', N'Có'),
('LH052', 'HS017', N'Có'),
('LH052', 'HS054', N'Có'),
('LH052', 'HS029', N'Có'),
('LH052', 'HS015', N'Có'),
('LH052', 'HS048', N'Có'),
('LH052', 'HS028', N'Có'),
('LH052', 'HS005', N'Có'),
('LH052', 'HS033', N'Có'),
('LH052', 'HS055', N'Có'),
('LH052', 'HS011', N'Có'),
('LH052', 'HS027', N'Có'),
('LH052', 'HS046', N'Có'),

('LH072', 'HS037', N'Có'),
('LH072', 'HS045', N'Có'),
('LH072', 'HS031', N'Có'),
('LH072', 'HS034', N'Có'),
('LH072', 'HS020', N'Có'),
('LH072', 'HS024', N'Có'),
('LH072', 'HS042', N'Có'),
('LH072', 'HS060', N'Có'),
('LH072', 'HS050', N'Có'),
('LH072', 'HS002', N'Có'),
('LH072', 'HS041', N'Có'),
('LH072', 'HS001', N'Có'),
('LH072', 'HS049', N'Có'),
('LH072', 'HS019', N'Có'),
('LH072', 'HS007', N'Có'),
('LH072', 'HS036', N'Có'),
('LH072', 'HS059', N'Có'),
('LH072', 'HS051', N'Có'),
('LH072', 'HS017', N'Có'),
('LH072', 'HS054', N'Có'),
('LH072', 'HS029', N'Có'),
('LH072', 'HS015', N'Có'),
('LH072', 'HS048', N'Có'),
('LH072', 'HS028', N'Có'),
('LH072', 'HS005', N'Có'),
('LH072', 'HS033', N'Có'),
('LH072', 'HS055', N'Có'),
('LH072', 'HS011', N'Có'),
('LH072', 'HS027', N'Có'),
('LH072', 'HS046', N'Có'),

('LH092', 'HS037', N'Có'),
('LH092', 'HS045', N'Có'),
('LH092', 'HS031', N'Có'),
('LH092', 'HS034', N'Có'),
('LH092', 'HS020', N'Có'),
('LH092', 'HS024', N'Có'),
('LH092', 'HS042', N'Có'),
('LH092', 'HS060', N'Có'),
('LH092', 'HS050', N'Có'),
('LH092', 'HS002', N'Có'),
('LH092', 'HS041', N'Có'),
('LH092', 'HS001', N'Có'),
('LH092', 'HS049', N'Có'),
('LH092', 'HS019', N'Có'),
('LH092', 'HS007', N'Có'),
('LH092', 'HS036', N'Có'),
('LH092', 'HS059', N'Có'),
('LH092', 'HS051', N'Có'),
('LH092', 'HS017', N'Có'),
('LH092', 'HS054', N'Có'),
('LH092', 'HS029', N'Có'),
('LH092', 'HS015', N'Có'),
('LH092', 'HS048', N'Có'),
('LH092', 'HS028', N'Có'),
('LH092', 'HS005', N'Có'),
('LH092', 'HS033', N'Có'),
('LH092', 'HS055', N'Có'),
('LH092', 'HS011', N'Có'),
('LH092', 'HS027', N'Có'),
('LH092', 'HS046', N'Có'),

('LH112', 'HS037', N'Có'),
('LH112', 'HS045', N'Có'),
('LH112', 'HS031', N'Có'),
('LH112', 'HS034', N'Có'),
('LH112', 'HS020', N'Có'),
('LH112', 'HS024', N'Có'),
('LH112', 'HS042', N'Có'),
('LH112', 'HS060', N'Có'),
('LH112', 'HS050', N'Có'),
('LH112', 'HS002', N'Có'),
('LH112', 'HS041', N'Có'),
('LH112', 'HS001', N'Có'),
('LH112', 'HS049', N'Có'),
('LH112', 'HS019', N'Có'),
('LH112', 'HS007', N'Có'),
('LH112', 'HS036', N'Có'),
('LH112', 'HS059', N'Có'),
('LH112', 'HS051', N'Có'),
('LH112', 'HS017', N'Có'),
('LH112', 'HS054', N'Có'),
('LH112', 'HS029', N'Có'),
('LH112', 'HS015', N'Có'),
('LH112', 'HS048', N'Có'),
('LH112', 'HS028', N'Có'),
('LH112', 'HS005', N'Có'),
('LH112', 'HS033', N'Có'),
('LH112', 'HS055', N'Có'),
('LH112', 'HS011', N'Có'),
('LH112', 'HS027', N'Có'),
('LH112', 'HS046', N'Có'),

('LH132', 'HS037', N'Có'),
('LH132', 'HS045', N'Có'),
('LH132', 'HS031', N'Có'),
('LH132', 'HS034', N'Có'),
('LH132', 'HS020', N'Có'),
('LH132', 'HS024', N'Có'),
('LH132', 'HS042', N'Có'),
('LH132', 'HS060', N'Có'),
('LH132', 'HS050', N'Có'),
('LH132', 'HS002', N'Có'),
('LH132', 'HS041', N'Có'),
('LH132', 'HS001', N'Có'),
('LH132', 'HS049', N'Có'),
('LH132', 'HS019', N'Có'),
('LH132', 'HS007', N'Có'),
('LH132', 'HS036', N'Có'),
('LH132', 'HS059', N'Có'),
('LH132', 'HS051', N'Có'),
('LH132', 'HS017', N'Có'),
('LH132', 'HS054', N'Có'),
('LH132', 'HS029', N'Có'),
('LH132', 'HS015', N'Có'),
('LH132', 'HS048', N'Có'),
('LH132', 'HS028', N'Có'),
('LH132', 'HS005', N'Có'),
('LH132', 'HS033', N'Có'),
('LH132', 'HS055', N'Có'),
('LH132', 'HS011', N'Có'),
('LH132', 'HS027', N'Có'),
('LH132', 'HS046', N'Có'),

('LH152', 'HS037', N'Có'),
('LH152', 'HS045', N'Có'),
('LH152', 'HS031', N'Có'),
('LH152', 'HS034', N'Có'),
('LH152', 'HS020', N'Có'),
('LH152', 'HS024', N'Có'),
('LH152', 'HS042', N'Có'),
('LH152', 'HS060', N'Có'),
('LH152', 'HS050', N'Có'),
('LH152', 'HS002', N'Có'),
('LH152', 'HS041', N'Có'),
('LH152', 'HS001', N'Có'),
('LH152', 'HS049', N'Có'),
('LH152', 'HS019', N'Có'),
('LH152', 'HS007', N'Có'),
('LH152', 'HS036', N'Có'),
('LH152', 'HS059', N'Có'),
('LH152', 'HS051', N'Có'),
('LH152', 'HS017', N'Có'),
('LH152', 'HS054', N'Có'),
('LH152', 'HS029', N'Có'),
('LH152', 'HS015', N'Có'),
('LH152', 'HS048', N'Có'),
('LH152', 'HS028', N'Có'),
('LH152', 'HS005', N'Có'),
('LH152', 'HS033', N'Có'),
('LH152', 'HS055', N'Có'),
('LH152', 'HS011', N'Có'),
('LH152', 'HS027', N'Có'),
('LH152', 'HS046', N'Có'),

('LH172', 'HS037', N'Có'),
('LH172', 'HS045', N'Có'),
('LH172', 'HS031', N'Có'),
('LH172', 'HS034', N'Có'),
('LH172', 'HS020', N'Có'),
('LH172', 'HS024', N'Có'),
('LH172', 'HS042', N'Có'),
('LH172', 'HS060', N'Có'),
('LH172', 'HS050', N'Có'),
('LH172', 'HS002', N'Có'),
('LH172', 'HS041', N'Có'),
('LH172', 'HS001', N'Có'),
('LH172', 'HS049', N'Có'),
('LH172', 'HS019', N'Có'),
('LH172', 'HS007', N'Có'),
('LH172', 'HS036', N'Có'),
('LH172', 'HS059', N'Có'),
('LH172', 'HS051', N'Có'),
('LH172', 'HS017', N'Có'),
('LH172', 'HS054', N'Có'),
('LH172', 'HS029', N'Có'),
('LH172', 'HS015', N'Có'),
('LH172', 'HS048', N'Có'),
('LH172', 'HS028', N'Có'),
('LH172', 'HS005', N'Có'),
('LH172', 'HS033', N'Có'),
('LH172', 'HS055', N'Có'),
('LH172', 'HS011', N'Có'),
('LH172', 'HS027', N'Có'),
('LH172', 'HS046', N'Có'),

('LH192', 'HS037', N'Có'),
('LH192', 'HS045', N'Có'),
('LH192', 'HS031', N'Có'),
('LH192', 'HS034', N'Có'),
('LH192', 'HS020', N'Có'),
('LH192', 'HS024', N'Có'),
('LH192', 'HS042', N'Có'),
('LH192', 'HS060', N'Có'),
('LH192', 'HS050', N'Có'),
('LH192', 'HS002', N'Có'),
('LH192', 'HS041', N'Có'),
('LH192', 'HS001', N'Có'),
('LH192', 'HS049', N'Có'),
('LH192', 'HS019', N'Có'),
('LH192', 'HS007', N'Có'),
('LH192', 'HS036', N'Có'),
('LH192', 'HS059', N'Có'),
('LH192', 'HS051', N'Có'),
('LH192', 'HS017', N'Có'),
('LH192', 'HS054', N'Có'),
('LH192', 'HS029', N'Có'),
('LH192', 'HS015', N'Có'),
('LH192', 'HS048', N'Có'),
('LH192', 'HS028', N'Có'),
('LH192', 'HS005', N'Có'),
('LH192', 'HS033', N'Có'),
('LH192', 'HS055', N'Có'),
('LH192', 'HS011', N'Có'),
('LH192', 'HS027', N'Có'),
('LH192', 'HS046', N'Có'),

('LH212', 'HS037', N'Có'),
('LH212', 'HS045', N'Có'),
('LH212', 'HS031', N'Có'),
('LH212', 'HS034', N'Có'),
('LH212', 'HS020', N'Có'),
('LH212', 'HS024', N'Có'),
('LH212', 'HS042', N'Có'),
('LH212', 'HS060', N'Có'),
('LH212', 'HS050', N'Có'),
('LH212', 'HS002', N'Có'),
('LH212', 'HS041', N'Có'),
('LH212', 'HS001', N'Có'),
('LH212', 'HS049', N'Có'),
('LH212', 'HS019', N'Có'),
('LH212', 'HS007', N'Có'),
('LH212', 'HS036', N'Có'),
('LH212', 'HS059', N'Có'),
('LH212', 'HS051', N'Có'),
('LH212', 'HS017', N'Có'),
('LH212', 'HS054', N'Có'),
('LH212', 'HS029', N'Có'),
('LH212', 'HS015', N'Có'),
('LH212', 'HS048', N'Có'),
('LH212', 'HS028', N'Có'),
('LH212', 'HS005', N'Có'),
('LH212', 'HS033', N'Có'),
('LH212', 'HS055', N'Có'),
('LH212', 'HS011', N'Có'),
('LH212', 'HS027', N'Có'),
('LH212', 'HS046', N'Có'),

('LH232', 'HS037', N'Có'),
('LH232', 'HS045', N'Có'),
('LH232', 'HS031', N'Có'),
('LH232', 'HS034', N'Có'),
('LH232', 'HS020', N'Có'),
('LH232', 'HS024', N'Có'),
('LH232', 'HS042', N'Có'),
('LH232', 'HS060', N'Có'),
('LH232', 'HS050', N'Có'),
('LH232', 'HS002', N'Có'),
('LH232', 'HS041', N'Có'),
('LH232', 'HS001', N'Có'),
('LH232', 'HS049', N'Có'),
('LH232', 'HS019', N'Có'),
('LH232', 'HS007', N'Có'),
('LH232', 'HS036', N'Có'),
('LH232', 'HS059', N'Có'),
('LH232', 'HS051', N'Có'),
('LH232', 'HS017', N'Có'),
('LH232', 'HS054', N'Có'),
('LH232', 'HS029', N'Có'),
('LH232', 'HS015', N'Có'),
('LH232', 'HS048', N'Có'),
('LH232', 'HS028', N'Có'),
('LH232', 'HS005', N'Có'),
('LH232', 'HS033', N'Có'),
('LH232', 'HS055', N'Có'),
('LH232', 'HS011', N'Có'),
('LH232', 'HS027', N'Có'),
('LH232', 'HS046', N'Có'),

('LH252', 'HS037', N'Có'),
('LH252', 'HS045', N'Có'),
('LH252', 'HS031', N'Có'),
('LH252', 'HS034', N'Có'),
('LH252', 'HS020', N'Có'),
('LH252', 'HS024', N'Có'),
('LH252', 'HS042', N'Có'),
('LH252', 'HS060', N'Có'),
('LH252', 'HS050', N'Có'),
('LH252', 'HS002', N'Có'),
('LH252', 'HS041', N'Có'),
('LH252', 'HS001', N'Có'),
('LH252', 'HS049', N'Có'),
('LH252', 'HS019', N'Có'),
('LH252', 'HS007', N'Có'),
('LH252', 'HS036', N'Có'),
('LH252', 'HS059', N'Có'),
('LH252', 'HS051', N'Có'),
('LH252', 'HS017', N'Có'),
('LH252', 'HS054', N'Có'),
('LH252', 'HS029', N'Có'),
('LH252', 'HS015', N'Có'),
('LH252', 'HS048', N'Có'),
('LH252', 'HS028', N'Có'),
('LH252', 'HS005', N'Có'),
('LH252', 'HS033', N'Có'),
('LH252', 'HS055', N'Có'),
('LH252', 'HS011', N'Có'),
('LH252', 'HS027', N'Có'),
('LH252', 'HS046', N'Có'),

('LH272', 'HS037', N'Có'),
('LH272', 'HS045', N'Có'),
('LH272', 'HS031', N'Có'),
('LH272', 'HS034', N'Có'),
('LH272', 'HS020', N'Có'),
('LH272', 'HS024', N'Có'),
('LH272', 'HS042', N'Có'),
('LH272', 'HS060', N'Có'),
('LH272', 'HS050', N'Có'),
('LH272', 'HS002', N'Có'),
('LH272', 'HS041', N'Có'),
('LH272', 'HS001', N'Có'),
('LH272', 'HS049', N'Có'),
('LH272', 'HS019', N'Có'),
('LH272', 'HS007', N'Có'),
('LH272', 'HS036', N'Có'),
('LH272', 'HS059', N'Có'),
('LH272', 'HS051', N'Có'),
('LH272', 'HS017', N'Có'),
('LH272', 'HS054', N'Có'),
('LH272', 'HS029', N'Có'),
('LH272', 'HS015', N'Có'),
('LH272', 'HS048', N'Có'),
('LH272', 'HS028', N'Có'),
('LH272', 'HS005', N'Có'),
('LH272', 'HS033', N'Có'),
('LH272', 'HS055', N'Có'),
('LH272', 'HS011', N'Có'),
('LH272', 'HS027', N'Có'),
('LH272', 'HS046', N'Có'),

('LH292', 'HS037', N'Có'),
('LH292', 'HS045', N'Có'),
('LH292', 'HS031', N'Có'),
('LH292', 'HS034', N'Có'),
('LH292', 'HS020', N'Có'),
('LH292', 'HS024', N'Có'),
('LH292', 'HS042', N'Có'),
('LH292', 'HS060', N'Có'),
('LH292', 'HS050', N'Có'),
('LH292', 'HS002', N'Có'),
('LH292', 'HS041', N'Có'),
('LH292', 'HS001', N'Có'),
('LH292', 'HS049', N'Có'),
('LH292', 'HS019', N'Có'),
('LH292', 'HS007', N'Có'),
('LH292', 'HS036', N'Có'),
('LH292', 'HS059', N'Có'),
('LH292', 'HS051', N'Có'),
('LH292', 'HS017', N'Có'),
('LH292', 'HS054', N'Có'),
('LH292', 'HS029', N'Có'),
('LH292', 'HS015', N'Có'),
('LH292', 'HS048', N'Có'),
('LH292', 'HS028', N'Có'),
('LH292', 'HS005', N'Có'),
('LH292', 'HS033', N'Có'),
('LH292', 'HS055', N'Có'),
('LH292', 'HS011', N'Có'),
('LH292', 'HS027', N'Có'),
('LH292', 'HS046', N'Có'),

('LH312', 'HS037', N'Có'),
('LH312', 'HS045', N'Có'),
('LH312', 'HS031', N'Có'),
('LH312', 'HS034', N'Có'),
('LH312', 'HS020', N'Có'),
('LH312', 'HS024', N'Có'),
('LH312', 'HS042', N'Có'),
('LH312', 'HS060', N'Có'),
('LH312', 'HS050', N'Có'),
('LH312', 'HS002', N'Có'),
('LH312', 'HS041', N'Có'),
('LH312', 'HS001', N'Có'),
('LH312', 'HS049', N'Có'),
('LH312', 'HS019', N'Có'),
('LH312', 'HS007', N'Có'),
('LH312', 'HS036', N'Có'),
('LH312', 'HS059', N'Có'),
('LH312', 'HS051', N'Có'),
('LH312', 'HS017', N'Có'),
('LH312', 'HS054', N'Có'),
('LH312', 'HS029', N'Có'),
('LH312', 'HS015', N'Có'),
('LH312', 'HS048', N'Có'),
('LH312', 'HS028', N'Có'),
('LH312', 'HS005', N'Có'),
('LH312', 'HS033', N'Có'),
('LH312', 'HS055', N'Có'),
('LH312', 'HS011', N'Có'),
('LH312', 'HS027', N'Có'),
('LH312', 'HS046', N'Có'),

('LH332', 'HS037', N'Có'),
('LH332', 'HS045', N'Có'),
('LH332', 'HS031', N'Có'),
('LH332', 'HS034', N'Có'),
('LH332', 'HS020', N'Có'),
('LH332', 'HS024', N'Có'),
('LH332', 'HS042', N'Có'),
('LH332', 'HS060', N'Có'),
('LH332', 'HS050', N'Có'),
('LH332', 'HS002', N'Có'),
('LH332', 'HS041', N'Có'),
('LH332', 'HS001', N'Có'),
('LH332', 'HS049', N'Có'),
('LH332', 'HS019', N'Có'),
('LH332', 'HS007', N'Có'),
('LH332', 'HS036', N'Có'),
('LH332', 'HS059', N'Có'),
('LH332', 'HS051', N'Có'),
('LH332', 'HS017', N'Có'),
('LH332', 'HS054', N'Có'),
('LH332', 'HS029', N'Có'),
('LH332', 'HS015', N'Có'),
('LH332', 'HS048', N'Có'),
('LH332', 'HS028', N'Có'),
('LH332', 'HS005', N'Có'),
('LH332', 'HS033', N'Có'),
('LH332', 'HS055', N'Có'),
('LH332', 'HS011', N'Có'),
('LH332', 'HS027', N'Có'),
('LH332', 'HS046', N'Có'),

('LH352', 'HS037', N'Có'),
('LH352', 'HS045', N'Có'),
('LH352', 'HS031', N'Có'),
('LH352', 'HS034', N'Có'),
('LH352', 'HS020', N'Có'),
('LH352', 'HS024', N'Có'),
('LH352', 'HS042', N'Có'),
('LH352', 'HS060', N'Có'),
('LH352', 'HS050', N'Có'),
('LH352', 'HS002', N'Có'),
('LH352', 'HS041', N'Có'),
('LH352', 'HS001', N'Có'),
('LH352', 'HS049', N'Có'),
('LH352', 'HS019', N'Có'),
('LH352', 'HS007', N'Có'),
('LH352', 'HS036', N'Có'),
('LH352', 'HS059', N'Có'),
('LH352', 'HS051', N'Có'),
('LH352', 'HS017', N'Có'),
('LH352', 'HS054', N'Có'),
('LH352', 'HS029', N'Có'),
('LH352', 'HS015', N'Có'),
('LH352', 'HS048', N'Có'),
('LH352', 'HS028', N'Có'),
('LH352', 'HS005', N'Có'),
('LH352', 'HS033', N'Có'),
('LH352', 'HS055', N'Có'),
('LH352', 'HS011', N'Có'),
('LH352', 'HS027', N'Có'),
('LH352', 'HS046', N'Có'),

('LH372', 'HS037', N'Có'),
('LH372', 'HS045', N'Có'),
('LH372', 'HS031', N'Có'),
('LH372', 'HS034', N'Có'),
('LH372', 'HS020', N'Có'),
('LH372', 'HS024', N'Có'),
('LH372', 'HS042', N'Có'),
('LH372', 'HS060', N'Có'),
('LH372', 'HS050', N'Có'),
('LH372', 'HS002', N'Có'),
('LH372', 'HS041', N'Có'),
('LH372', 'HS001', N'Có'),
('LH372', 'HS049', N'Có'),
('LH372', 'HS019', N'Có'),
('LH372', 'HS007', N'Có'),
('LH372', 'HS036', N'Có'),
('LH372', 'HS059', N'Có'),
('LH372', 'HS051', N'Có'),
('LH372', 'HS017', N'Có'),
('LH372', 'HS054', N'Có'),
('LH372', 'HS029', N'Có'),
('LH372', 'HS015', N'Có'),
('LH372', 'HS048', N'Có'),
('LH372', 'HS028', N'Có'),
('LH372', 'HS005', N'Có'),
('LH372', 'HS033', N'Có'),
('LH372', 'HS055', N'Có'),
('LH372', 'HS011', N'Có'),
('LH372', 'HS027', N'Có'),
('LH372', 'HS046', N'Có'),

('LH392', 'HS037', N'Có'),
('LH392', 'HS045', N'Có'),
('LH392', 'HS031', N'Có'),
('LH392', 'HS034', N'Có'),
('LH392', 'HS020', N'Có'),
('LH392', 'HS024', N'Có'),
